filepath,filename,species,split,source_wav,ogg_quality
train/Asian Koel/xc956211_54047.ogg,xc956211_54047.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc956211_54047.wav,2
train/Asian Koel/xc190308_1236.ogg,xc190308_1236.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc190308_1236.wav,2
train/Asian Koel/xc161199_10865.ogg,xc161199_10865.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc161199_10865.wav,2
train/Asian Koel/xc309568_11850.ogg,xc309568_11850.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc309568_11850.wav,2
train/Asian Koel/xc162827_0.ogg,xc162827_0.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc162827_0.wav,2
train/Asian Koel/xc78432_25758.ogg,xc78432_25758.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc78432_25758.wav,2
train/Asian Koel/xc27611_63043.ogg,xc27611_63043.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc27611_63043.wav,2
train/Asian Koel/xc531612_21000.ogg,xc531612_21000.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc531612_21000.wav,2
train/Asian Koel/xc301717_3000.ogg,xc301717_3000.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc301717_3000.wav,2
train/Asian Koel/xc181991_25757.ogg,xc181991_25757.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc181991_25757.wav,2
train/Asian Koel/xc38335_26929.ogg,xc38335_26929.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc38335_26929.wav,2
train/Asian Koel/xc162827_6000.ogg,xc162827_6000.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc162827_6000.wav,2
train/Asian Koel/xc753727_29113.ogg,xc753727_29113.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc753727_29113.wav,2
train/Asian Koel/xc787963_21972.ogg,xc787963_21972.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc787963_21972.wav,2
train/Asian Koel/xc812732_23845.ogg,xc812732_23845.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc812732_23845.wav,2
train/Asian Koel/xc594951_46212.ogg,xc594951_46212.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc594951_46212.wav,2
train/Asian Koel/xc786438_15529.ogg,xc786438_15529.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc786438_15529.wav,2
train/Asian Koel/xc735667_2698.ogg,xc735667_2698.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc735667_2698.wav,2
train/Asian Koel/xc812737_7363.ogg,xc812737_7363.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc812737_7363.wav,2
train/Asian Koel/xc190873_0.ogg,xc190873_0.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc190873_0.wav,2
train/Asian Koel/xc551633_31589.ogg,xc551633_31589.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc551633_31589.wav,2
train/Asian Koel/xc305691_1164.ogg,xc305691_1164.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc305691_1164.wav,2
train/Asian Koel/xc24590_7017.ogg,xc24590_7017.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc24590_7017.wav,2
train/Asian Koel/xc73022_87.ogg,xc73022_87.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc73022_87.wav,2
train/Asian Koel/xc78435_66255.ogg,xc78435_66255.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc78435_66255.wav,2
train/Asian Koel/xc523554_17370.ogg,xc523554_17370.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc523554_17370.wav,2
train/Asian Koel/xc862635_14395.ogg,xc862635_14395.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc862635_14395.wav,2
train/Asian Koel/xc29594_20472.ogg,xc29594_20472.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc29594_20472.wav,2
train/Asian Koel/xc1041026_37499.ogg,xc1041026_37499.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc1041026_37499.wav,2
train/Asian Koel/xc113335_8461.ogg,xc113335_8461.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc113335_8461.wav,2
train/Asian Koel/xc400193_3388.ogg,xc400193_3388.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc400193_3388.wav,2
train/Asian Koel/xc236515_6844.ogg,xc236515_6844.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc236515_6844.wav,2
train/Asian Koel/xc594949_136324.ogg,xc594949_136324.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc594949_136324.wav,2
train/Asian Koel/xc963858_56556.ogg,xc963858_56556.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc963858_56556.wav,2
train/Asian Koel/xc37625_3294.ogg,xc37625_3294.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc37625_3294.wav,2
train/Asian Koel/xc19400_1044.ogg,xc19400_1044.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc19400_1044.wav,2
train/Asian Koel/xc812737_25151.ogg,xc812737_25151.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc812737_25151.wav,2
train/Asian Koel/xc78433_5583.ogg,xc78433_5583.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc78433_5583.wav,2
train/Asian Koel/xc963858_63976.ogg,xc963858_63976.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc963858_63976.wav,2
train/Asian Koel/xc78432_21333.ogg,xc78432_21333.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc78432_21333.wav,2
train/Asian Koel/xc594949_35831.ogg,xc594949_35831.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc594949_35831.wav,2
train/Asian Koel/xc786033_21658.ogg,xc786033_21658.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc786033_21658.wav,2
train/Asian Koel/xc1029034_41664.ogg,xc1029034_41664.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc1029034_41664.wav,2
train/Asian Koel/xc812737_10360.ogg,xc812737_10360.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc812737_10360.wav,2
train/Asian Koel/xc78432_113.ogg,xc78432_113.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc78432_113.wav,2
train/Asian Koel/xc594949_12338.ogg,xc594949_12338.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc594949_12338.wav,2
train/Asian Koel/xc113335_22839.ogg,xc113335_22839.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc113335_22839.wav,2
train/Asian Koel/xc1029034_55061.ogg,xc1029034_55061.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc1029034_55061.wav,2
train/Asian Koel/xc862635_4316.ogg,xc862635_4316.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc862635_4316.wav,2
train/Asian Koel/xc196584_12124.ogg,xc196584_12124.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc196584_12124.wav,2
train/Asian Koel/xc808437_21397.ogg,xc808437_21397.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc808437_21397.wav,2
train/Asian Koel/xc812737_34455.ogg,xc812737_34455.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc812737_34455.wav,2
train/Asian Koel/xc290513_9402.ogg,xc290513_9402.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc290513_9402.wav,2
train/Asian Koel/xc893845_33457.ogg,xc893845_33457.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc893845_33457.wav,2
train/Asian Koel/xc161431_47293.ogg,xc161431_47293.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc161431_47293.wav,2
train/Asian Koel/xc179229_68687.ogg,xc179229_68687.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc179229_68687.wav,2
train/Asian Koel/xc301717_18000.ogg,xc301717_18000.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc301717_18000.wav,2
train/Asian Koel/xc161431_69478.ogg,xc161431_69478.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc161431_69478.wav,2
train/Asian Koel/xc27611_0.ogg,xc27611_0.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc27611_0.wav,2
train/Asian Koel/xc514743_4353.ogg,xc514743_4353.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc514743_4353.wav,2
train/Asian Koel/xc162828_296.ogg,xc162828_296.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc162828_296.wav,2
train/Asian Koel/xc161197_11525.ogg,xc161197_11525.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc161197_11525.wav,2
train/Asian Koel/xc893845_21365.ogg,xc893845_21365.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc893845_21365.wav,2
train/Asian Koel/xc309568_1570.ogg,xc309568_1570.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc309568_1570.wav,2
train/Asian Koel/xc635320_40201.ogg,xc635320_40201.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc635320_40201.wav,2
train/Asian Koel/xc551633_19306.ogg,xc551633_19306.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc551633_19306.wav,2
train/Asian Koel/xc518843_1012.ogg,xc518843_1012.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc518843_1012.wav,2
train/Asian Koel/xc560109_85.ogg,xc560109_85.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc560109_85.wav,2
train/Asian Koel/xc113335_62805.ogg,xc113335_62805.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc113335_62805.wav,2
train/Asian Koel/xc73023_71666.ogg,xc73023_71666.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc73023_71666.wav,2
train/Asian Koel/xc166251_37767.ogg,xc166251_37767.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc166251_37767.wav,2
train/Asian Koel/xc236515_13301.ogg,xc236515_13301.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc236515_13301.wav,2
train/Asian Koel/xc327430_4519.ogg,xc327430_4519.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc327430_4519.wav,2
train/Asian Koel/xc29590_74435.ogg,xc29590_74435.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc29590_74435.wav,2
train/Asian Koel/xc1005485_1496.ogg,xc1005485_1496.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc1005485_1496.wav,2
train/Asian Koel/xc73023_52383.ogg,xc73023_52383.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc73023_52383.wav,2
train/Asian Koel/xc893845_27411.ogg,xc893845_27411.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc893845_27411.wav,2
train/Asian Koel/xc841652_4863.ogg,xc841652_4863.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc841652_4863.wav,2
train/Asian Koel/xc27611_33154.ogg,xc27611_33154.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc27611_33154.wav,2
train/Asian Koel/xc166251_43438.ogg,xc166251_43438.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc166251_43438.wav,2
train/Asian Koel/xc301717_0.ogg,xc301717_0.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc301717_0.wav,2
train/Asian Koel/xc20267_7058.ogg,xc20267_7058.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc20267_7058.wav,2
train/Asian Koel/xc35804_6795.ogg,xc35804_6795.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc35804_6795.wav,2
train/Asian Koel/xc735667_10445.ogg,xc735667_10445.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc735667_10445.wav,2
train/Asian Koel/xc78434_5499.ogg,xc78434_5499.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc78434_5499.wav,2
train/Asian Koel/xc166251_10346.ogg,xc166251_10346.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc166251_10346.wav,2
train/Asian Koel/xc956211_141.ogg,xc956211_141.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc956211_141.wav,2
train/Asian Koel/xc162827_3000.ogg,xc162827_3000.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc162827_3000.wav,2
train/Asian Koel/xc78433_14509.ogg,xc78433_14509.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc78433_14509.wav,2
train/Asian Koel/xc1041026_27256.ogg,xc1041026_27256.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc1041026_27256.wav,2
train/Asian Koel/xc963858_20088.ogg,xc963858_20088.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc963858_20088.wav,2
train/Asian Koel/xc986141_8455.ogg,xc986141_8455.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc986141_8455.wav,2
train/Asian Koel/xc923018_11593.ogg,xc923018_11593.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc923018_11593.wav,2
train/Asian Koel/xc133013_72052.ogg,xc133013_72052.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc133013_72052.wav,2
train/Asian Koel/xc531611_9000.ogg,xc531611_9000.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc531611_9000.wav,2
train/Asian Koel/xc196584_36634.ogg,xc196584_36634.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc196584_36634.wav,2
train/Asian Koel/xc787963_15044.ogg,xc787963_15044.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc787963_15044.wav,2
train/Asian Koel/xc20267_3436.ogg,xc20267_3436.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc20267_3436.wav,2
train/Asian Koel/xc1041026_32201.ogg,xc1041026_32201.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc1041026_32201.wav,2
train/Asian Koel/xc841652_8293.ogg,xc841652_8293.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc841652_8293.wav,2
train/Asian Koel/xc24590_10813.ogg,xc24590_10813.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc24590_10813.wav,2
train/Asian Koel/xc908924_3160.ogg,xc908924_3160.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc908924_3160.wav,2
train/Asian Koel/xc787552_12717.ogg,xc787552_12717.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc787552_12717.wav,2
train/Asian Koel/xc1005485_8968.ogg,xc1005485_8968.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc1005485_8968.wav,2
train/Asian Koel/xc161194_70.ogg,xc161194_70.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc161194_70.wav,2
train/Asian Koel/xc531612_3000.ogg,xc531612_3000.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc531612_3000.wav,2
train/Asian Koel/xc891329_3307.ogg,xc891329_3307.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc891329_3307.wav,2
train/Asian Koel/xc24591_9301.ogg,xc24591_9301.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc24591_9301.wav,2
train/Asian Koel/xc720533_9287.ogg,xc720533_9287.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc720533_9287.wav,2
train/Asian Koel/xc314339_9558.ogg,xc314339_9558.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc314339_9558.wav,2
train/Asian Koel/xc591315_15.ogg,xc591315_15.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc591315_15.wav,2
train/Asian Koel/xc78435_1357.ogg,xc78435_1357.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc78435_1357.wav,2
train/Asian Koel/xc560109_14119.ogg,xc560109_14119.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc560109_14119.wav,2
train/Asian Koel/xc956211_14340.ogg,xc956211_14340.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc956211_14340.wav,2
train/Asian Koel/xc196584_6124.ogg,xc196584_6124.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc196584_6124.wav,2
train/Asian Koel/xc290513_6402.ogg,xc290513_6402.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc290513_6402.wav,2
train/Asian Koel/xc531612_24000.ogg,xc531612_24000.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc531612_24000.wav,2
train/Asian Koel/xc893845_42489.ogg,xc893845_42489.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc893845_42489.wav,2
train/Asian Koel/xc551633_13284.ogg,xc551633_13284.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc551633_13284.wav,2
train/Asian Koel/xc1041026_45615.ogg,xc1041026_45615.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc1041026_45615.wav,2
train/Asian Koel/xc788680_11712.ogg,xc788680_11712.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc788680_11712.wav,2
train/Asian Koel/xc743612_28701.ogg,xc743612_28701.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc743612_28701.wav,2
train/Asian Koel/xc635320_27000.ogg,xc635320_27000.ogg,Asian Koel,train,mygardenbird_download_cache/extracted_16k/mygardenbird16khz/Asian Koel/xc635320_27000.wav,2
